date,amount,category,description
2026-01-03 12:19:56,-426.67,Clothing,Tree large beautiful scientist age world type.
2025-11-21 18:45:11,-119.9,Miscellaneous,Color already some quite expect.
2025-03-06 17:01:22,-48.84,Healthcare,Total eight community report rock ask.
2025-10-24 19:18:44,-496.25,Entertainment,Budget military pay however specific worry.
2025-09-14 23:12:45,64.0,,Sold old items
2025-11-17 05:57:38,-241.39,Travel,Traditional theory marriage crime full should.
2025-08-13 20:26:10,973.05,,Bonus from work
2025-09-26 15:17:19,659.84,,Sold old items
2025-09-10 06:48:18,257.42,,Gift received
2025-11-28 13:46:43,-353.15,Education,Step bank authority or step exist firm all.
2025-03-30 19:01:32,-189.42,Miscellaneous,Move politics born none some major find.
2025-03-10 01:30:33,-469.73,Shopping,Feel term door trouble war government organization.
2025-12-22 11:33:25,-52.1,Education,Ball born evidence strong.
2025-02-22 09:33:50,286.61,,Freelance project
2025-08-30 12:32:39,-490.72,Travel,Card just food south prove what.
2025-10-19 02:11:55,311.87,,Salary payment
2025-07-24 20:18:17,-317.11,Shopping,Other notice interesting recently or.
2025-02-28 04:13:44,373.28,,Freelance project
2025-03-25 22:27:36,-229.92,Travel,My happy know body.
2026-01-08 04:48:43,-372.75,Travel,Room authority across reality.
2025-06-19 08:46:53,-115.58,Shopping,Foreign explain whatever certain debate term third.
2025-10-19 02:57:31,576.94,,Salary payment
2025-11-01 03:19:48,-385.68,Education,Stuff exactly reveal.
2025-10-28 11:04:29,784.18,,Sold old items
2025-03-13 17:37:04,129.82,,Sold old items
2025-10-09 16:19:00,-42.61,Clothing,White price fish son.
2025-10-14 03:34:34,379.06,,Salary payment
2025-08-06 05:56:11,-212.98,Travel,Choice north interesting draw month leg.
2025-07-18 08:12:53,-66.54,Utilities,Animal skill recent another gun common.
2025-07-15 21:02:52,-92.9,Travel,Them budget shoulder activity.
2025-01-25 20:27:50,-189.65,Food,Their wish offer animal reality view.
2025-10-17 15:51:39,-377.08,Utilities,Official hope suddenly federal peace discuss.
2025-02-01 20:08:35,-443.65,Shopping,Save term throughout leave.
2025-02-08 14:37:07,-114.96,Education,Others analysis feeling campaign modern tax.
2025-08-05 13:24:15,694.9,,Gift received
2025-04-20 01:58:09,-119.42,Food,Finally red structure season increase around.
2025-02-17 08:49:45,-414.3,Food,Yeah more term state process soldier.
2025-05-26 13:39:49,97.56,,Salary payment
2025-05-29 09:48:57,-451.69,Clothing,Also Congress relationship interest hope.
2025-04-06 04:01:28,452.96,,Bonus from work
2025-12-02 12:02:04,333.36,,Sold old items
2025-04-07 17:00:14,69.73,,Freelance project
2025-08-18 07:50:28,98.87,,Bonus from work
2025-03-15 05:45:36,-310.53,Travel,Dream campaign if politics rise.
2025-08-23 17:21:38,734.51,,Salary payment
2025-05-13 12:30:38,-325.81,Food,Under air hit appear them explain.
2025-05-26 04:46:41,-481.68,Clothing,Quite argue cultural discussion across national ok far.
2025-11-27 07:17:12,-74.4,Clothing,Ground keep plant way president.
2025-04-16 17:27:42,210.82,,Gift received
2025-04-19 18:11:00,-447.83,Miscellaneous,Effort PM talk be front trip.
2025-09-15 05:33:47,206.12,,Bonus from work
2026-01-06 14:19:19,336.0,,Gift received
2025-04-24 14:20:44,-379.91,Transportation,Strategy manager outside table break building really yard.
2026-01-06 23:08:40,196.13,,Salary payment
2025-09-13 02:11:51,770.69,,Bonus from work
2025-04-19 09:55:02,-272.19,Healthcare,Art will skill not.
2025-12-04 18:06:08,708.97,,Gift received
2025-01-31 02:48:47,-489.02,Travel,Administration serious that hundred.
2025-06-02 10:34:19,470.92,,Bonus from work
2025-03-07 08:22:42,-27.51,Food,One Mr strategy issue.
2025-02-13 11:05:06,-379.85,Travel,Provide while ask design.
2025-10-05 06:13:30,645.23,,Gift received
2025-06-25 14:14:32,-312.58,Food,Do wind eight now hundred consider energy.
2025-12-07 10:53:04,-200.93,Food,Forward water event.
2025-10-21 03:14:08,770.55,,Freelance project
2025-09-19 20:30:25,-10.83,Education,Evidence political event wind dark themselves wind.
2025-06-14 12:24:54,946.54,,Sold old items
2025-04-27 20:44:45,-23.43,Entertainment,Table player every election rather property order soldier.
2025-10-09 23:15:09,89.81,,Sold old items
2025-08-14 12:16:31,-63.76,Food,Item indicate area trouble spring.
2025-07-02 12:34:46,134.58,,Salary payment
2025-08-15 19:30:38,-299.34,Food,Place take idea never none.
2025-10-06 19:18:14,205.5,,Bonus from work
2025-12-15 10:04:50,-307.26,Clothing,Key suddenly different investment.
2025-09-10 16:13:39,296.79,,Freelance project
2025-02-13 12:37:21,570.95,,Bonus from work
2025-02-04 11:33:38,320.69,,Salary payment
2025-12-26 12:19:18,-365.72,Travel,Community care teacher.
2025-03-22 01:25:18,96.8,,Sold old items
2025-08-31 22:21:18,218.49,,Bonus from work
2025-03-12 22:33:45,246.34,,Sold old items
2025-03-30 09:41:56,-465.28,Entertainment,Believe certainly down hold which camera give agreement.
2025-08-14 22:11:55,454.27,,Bonus from work
2025-01-21 02:35:19,517.37,,Gift received
2026-01-13 04:23:44,192.81,,Sold old items
2025-09-17 06:13:14,-324.62,Healthcare,Hot already statement contain.
2025-04-07 02:11:57,-350.76,Travel,Of economic author left whether forward.
2025-04-25 00:33:52,-259.03,Miscellaneous,Manage cup quickly thing security civil state.
2025-06-05 18:29:22,504.85,,Salary payment
2025-09-02 14:49:36,263.75,,Bonus from work
2025-02-04 15:37:12,-142.01,Travel,Fact north actually east performance white billion pretty.
